2026-03-24 02:12:06 - Suspensos: 1 revendedores, 2 usuários
2026-04-01 01:23:28 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:23:38 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:23:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:24:05 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:24:15 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:24:25 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:24:35 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:25:08 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:25:18 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:25:35 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:25:45 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:25:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:26:05 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:26:15 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:26:25 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:26:35 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:26:45 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:26:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:27:05 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:27:15 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:27:25 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:27:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:28:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:29:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:30:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:31:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:32:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:33:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:34:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:35:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:36:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:37:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:38:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:39:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:40:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:41:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:42:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:43:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:44:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:45:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:46:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:47:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:48:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:49:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:50:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:51:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:51:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:52:13 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:52:28 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:52:38 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:52:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:52:58 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:53:08 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:53:18 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:53:28 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:53:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:54:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:55:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:56:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:57:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:58:41 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:58:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:59:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:59:27 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:59:37 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:59:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:59:57 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:00:07 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:00:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:00:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:01:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:02:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:03:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:04:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:05:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:06:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:07:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:08:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:09:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:10:00 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:10:13 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:10:23 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:10:33 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:10:58 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:11:09 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:11:18 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:12:29 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:12:40 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:12:50 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:13:00 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:13:10 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:13:20 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:13:30 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:13:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:13:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:14:01 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:14:11 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:14:21 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:14:31 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:14:41 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:14:51 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:15:01 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:15:11 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:15:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:16:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:17:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:18:03 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:18:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:18:27 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:18:37 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:18:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:18:57 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:19:07 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:19:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:19:28 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:19:36 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:19:46 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:19:56 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:20:07 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:20:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:20:27 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:20:37 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:20:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:20:57 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:21:50 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:22:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:23:02 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:23:52 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:24:02 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:24:12 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:24:22 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:24:32 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:24:42 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:24:52 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:25:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:26:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:27:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:28:02 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:28:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:28:27 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:28:37 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:28:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:28:57 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:29:07 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:29:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:29:27 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:29:37 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:29:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:30:42 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:30:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:30:57 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:31:07 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:31:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:31:27 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:31:37 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:31:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:32:03 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:32:22 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:32:32 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:32:43 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:32:53 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:33:06 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:33:16 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:33:26 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:33:36 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:33:46 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:33:56 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:34:06 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:34:16 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:34:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:35:19 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:35:35 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:35:45 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:35:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:36:05 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:36:15 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:36:25 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:36:35 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:36:46 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:36:56 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:37:06 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:37:16 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:37:26 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:37:36 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:37:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:38:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:38:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:39:05 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:39:37 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:40:24 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:41:11 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:41:21 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:41:31 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:41:40 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:42:03 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:42:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:43:05 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:43:15 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:43:25 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:43:53 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:44:03 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:44:13 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:44:23 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:44:33 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:44:44 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:44:54 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:45:04 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:45:14 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:45:24 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:45:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:46:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:47:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:47:56 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:58:04 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:58:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:58:34 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:58:44 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:58:54 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:59:04 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:59:14 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:59:25 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:59:35 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 02:59:45 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:00:05 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:00:16 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:00:26 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:00:45 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:00:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:01:05 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:01:21 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:01:32 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:01:42 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:02:20 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:02:29 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:02:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:02:57 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:03:18 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:03:33 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:03:45 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:03:55 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:04:16 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:04:26 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:04:36 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:04:46 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:04:56 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:05:06 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:05:17 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:05:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:06:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:07:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:08:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:09:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:10:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:11:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:12:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:13:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:14:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:15:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:16:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:17:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:18:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:19:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:20:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:21:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:22:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:23:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:24:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:25:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:26:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:27:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:28:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:29:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:30:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:31:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:32:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:33:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:34:31 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:34:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:35:16 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:35:33 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:36:30 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:37:41 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:37:50 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:38:01 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:38:11 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:38:36 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:38:45 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:40:30 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:40:42 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:40:52 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:41:02 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:41:13 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:41:23 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:41:33 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:41:43 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:41:53 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:42:03 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:42:13 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:42:23 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:42:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:43:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:44:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:45:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:46:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:47:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:48:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:49:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:50:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:51:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:52:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:53:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:54:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:55:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:56:48 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:57:01 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:57:02 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:57:19 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:57:23 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:57:32 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:57:42 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:57:52 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:58:07 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:58:30 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:58:40 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:58:50 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:59:13 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:59:23 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:59:39 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 03:59:45 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 04:00:04 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 04:00:15 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 04:00:24 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 04:00:34 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 04:00:44 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 04:00:54 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 04:01:04 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 04:02:30 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:02:47 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:02:50 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:03:00 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:03:10 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:03:20 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:03:30 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:03:40 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:03:51 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:04:00 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:04:10 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:04:21 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:04:31 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:04:41 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:04:51 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:05:01 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:05:11 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:05:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:06:29 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:06:31 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:06:41 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:06:51 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:07:01 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:07:11 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:07:21 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:07:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:08:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:09:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:10:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:11:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:12:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:13:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:14:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:15:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:16:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:17:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:18:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:19:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:20:26 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:20:31 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:20:41 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:20:51 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:21:01 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:21:11 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:21:21 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:21:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:22:49 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:23:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:24:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:25:49 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:26:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:27:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:28:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:29:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:30:48 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:30:57 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:31:22 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:31:32 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:31:42 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:32:43 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:33:00 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:33:39 - Vencidos: 0 revendedores, 1 usuários
2026-04-01 04:33:55 - Vencidos: 0 revendedores, 1 usuários
